"codigo_comuna";"year";"month";"Mortality_Count";"pop75";"mortality";"codigo_region";"codigo_provincia";"pop_pm25";"total_pop";"pm25_exposure";"pm25Exp_10ug";"quarter";"region";"commune";"quarter_text"
1101;"2016";"8";42;6687;6.28084342754599;1;11;5011768.18777487;184663;27.1400778053799;2.71400778053799;"3";"1";"1101";"Winter"
1101;"2016";"9";39;6687;5.83221175414984;1;11;4467792.53418659;184663;24.1943027795855;2.41943027795855;"3";"1";"1101";"Winter"
1101;"2016";"10";38;6687;5.6826678630178;1;11;2441561.33326396;184663;13.2217137881652;1.32217137881652;"4";"1";"1101";"Spring"
1101;"2016";"11";36;6687;5.3835800807537;1;11;2919557.52394896;184663;15.8101922093162;1.58101922093162;"4";"1";"1101";"Spring"
1101;"2016";"12";50;6687;7.47719455660236;1;11;3141158.67037147;184663;17.0102222446915;1.70102222446915;"4";"1";"1101";"Spring"
1101;"2017";"1";46;6687;6.87901899207417;1;11;3433837.6817754;184663;18.5951581084213;1.85951581084213;"1";"1";"1101";"Summer"
1101;"2017";"2";31;6687;4.63586062509347;1;11;3107634.78470316;184663;16.8286813530765;1.68286813530765;"1";"1";"1101";"Summer"
1101;"2017";"3";40;6687;5.98175564528189;1;11;3519914.84009012;184663;19.061289159659;1.9061289159659;"1";"1";"1101";"Summer"
1101;"2017";"4";43;6687;6.43038731867803;1;11;3571344.62617375;184663;19.3397953362273;1.93397953362273;"2";"1";"1101";"Fall"
1101;"2017";"5";45;6687;6.72947510094213;1;11;2758092.08663111;184663;14.9358132740782;1.49358132740782;"2";"1";"1101";"Fall"
1101;"2017";"6";41;6687;6.13129953641394;1;11;3803396.72361695;184663;20.5964200929095;2.05964200929095;"2";"1";"1101";"Fall"
1101;"2017";"7";53;6687;7.92582622999851;1;11;3789003.02786927;184663;20.5184743444505;2.05184743444505;"3";"1";"1101";"Winter"
